Factor_Evidence_Map_ID,Factor_ID,Card_ID,Evidence_ID,Sort_Order,Is_Primary
FEM-0225,CEF-0046,CARD-0184,CEVID-0157,1,YES
FEM-0226,CCF-0047,CARD-0185,CEVID-0161,1,YES
FEM-0227,CCF-0047,CARD-0185,CEVID-0162,2,NO
FEM-0228,CPF-0047,CARD-0186,CEVID-0163,1,YES
FEM-0229,CPF-0047,CARD-0186,CEVID-0151,2,NO
FEM-0230,CTF-0047,CARD-0187,CEVID-0161,1,YES
FEM-0231,CEF-0047,CARD-0188,CEVID-0164,1,YES
FEM-0232,CCF-0048,CARD-0189,CEVID-0157,1,YES
FEM-0233,CCF-0048,CARD-0189,CEVID-0158,2,NO
FEM-0234,CPF-0048,CARD-0190,CEVID-0160,1,YES
FEM-0235,CTF-0048,CARD-0191,CEVID-0160,1,YES
FEM-0236,CEF-0048,CARD-0192,CEVID-0160,1,YES
FEM-0237,CCF-0049,CARD-0193,CEVID-0160,1,YES
FEM-0238,CCF-0049,CARD-0193,CEVID-0165,2,NO
FEM-0239,CPF-0049,CARD-0194,CEVID-0166,1,YES
FEM-0240,CPF-0049,CARD-0194,CEVID-0167,2,NO
